image_id,class_id,x_center,y_center,width,height
CCTV01^20260318-110000-20260318-120000_000064.txt,0,0.783629,0.807458,0.063602,0.07725
CCTV01^20260318-110000-20260318-120000_000064.txt,3,0.641066,0.444722,0.041336,0.079139
CCTV01^20260318-110000-20260318-120000_000064.txt,1,0.892801,0.832903,0.061477,0.090444
CCTV01^20260318-110000-20260318-120000_000064.txt,1,0.748121,0.718896,0.066773,0.084792
CCTV01^20260318-110000-20260318-120000_000064.txt,0,0.901816,0.650118,0.034977,0.086681
CCTV01^20260318-110000-20260318-120000_000064.txt,0,0.961172,0.729257,0.060422,0.075375
CCTV01^20260318-110000-20260318-120000_000064.txt,2,0.362828,0.587931,0.040281,0.060306
CCTV01^20260318-110000-20260318-120000_000064.txt,5,0.439145,0.471951,0.059352,0.062375
CCTV01^20260318-110000-20260318-120000_000064.txt,10,0.481012,0.350417,0.085852,0.11325
CCTV01^20260318-110000-20260318-120000_000066.txt,0,0.31407,0.65766,0.038156,0.131903
CCTV01^20260318-110000-20260318-120000_000066.txt,3,0.521824,0.862014,0.086914,0.182972
CCTV01^20260318-110000-20260318-120000_000066.txt,3,0.820199,0.922104,0.073133,0.155792
CCTV01^20260318-110000-20260318-120000_000066.txt,3,0.681344,0.58134,0.056172,0.073486
CCTV01^20260318-110000-20260318-120000_000066.txt,12,0.652727,0.452257,0.051938,0.086681
CCTV01^20260318-110000-20260318-120000_000066.txt,10,0.73275,0.523868,0.082672,0.203514
CCTV01^20260318-110000-20260318-120000_000066.txt,4,0.965941,0.635042,0.059352,0.10175
CCTV01^20260318-110000-20260318-120000_000066.txt,2,0.31725,0.526597,0.053,0.062361
CCTV01^20260318-110000-20260318-120000_000066.txt,1,0.397277,0.530458,0.026492,0.058417
CCTV01^20260318-110000-20260318-120000_000066.txt,10,0.331031,0.435201,0.114469,0.120792
CCTV01^20260318-110000-20260318-120000_000066.txt,10,0.434906,0.401285,0.078437,0.132097
CCTV01^20260318-110000-20260318-120000_000066.txt,10,0.507512,0.324028,0.04982,0.105722
CCTV01^20260318-110000-20260318-120000_000066.txt,2,0.814898,0.526688,0.024375,0.065958
CCTV01^20260318-110000-20260318-120000_000066.txt,2,0.852527,0.5135,0.021195,0.065944
CCTV01^20260318-110000-20260318-120000_000066.txt,0,0.900223,0.559667,0.046633,0.113056
CCTV01^20260318-110000-20260318-120000_000067.txt,10,0.133348,0.747062,0.185492,0.360097
CCTV01^20260318-110000-20260318-120000_000067.txt,3,0.526059,0.882736,0.055117,0.205583
CCTV01^20260318-110000-20260318-120000_000067.txt,3,0.758195,0.837514,0.059375,0.182972
CCTV01^20260318-110000-20260318-120000_000067.txt,1,0.297641,0.926181,0.066781,0.12625
CCTV01^20260318-110000-20260318-120000_000067.txt,0,0.362828,0.940306,0.038156,0.10175
CCTV01^20260318-110000-20260318-120000_000067.txt,12,0.684523,0.587938,0.045578,0.131903
CCTV01^20260318-110000-20260318-120000_000067.txt,3,0.656434,0.489854,0.027555,0.071792
CCTV01^20260318-110000-20260318-120000_000067.txt,3,0.647957,0.383479,0.02332,0.054653
CCTV01^20260318-110000-20260318-120000_000067.txt,2,0.339508,0.509729,0.033922,0.077264
CCTV01^20260318-110000-20260318-120000_000067.txt,2,0.853586,0.669903,0.040281,0.12625
CCTV01^20260318-110000-20260318-120000_000067.txt,2,0.891215,0.652007,0.043461,0.120597
CCTV01^20260318-110000-20260318-120000_000067.txt,7,0.964352,0.63316,0.045578,0.124375
CCTV01^20260318-110000-20260318-120000_000067.txt,0,0.898633,0.552132,0.037094,0.097986
CCTV01^20260318-110000-20260318-120000_000067.txt,0,0.39357,0.563438,0.031797,0.041458
CCTV01^20260318-110000-20260318-120000_000068.txt,5,0.222387,0.910062,0.081617,0.166014
CCTV01^20260318-110000-20260318-120000_000068.txt,10,0.187938,0.661333,0.178078,0.297917
CCTV01^20260318-110000-20260318-120000_000068.txt,12,0.048539,0.900431,0.083703,0.199139
CCTV01^20260318-110000-20260318-120000_000068.txt,3,0.530828,0.878972,0.058297,0.201806
CCTV01^20260318-110000-20260318-120000_000068.txt,12,0.70466,0.760257,0.062539,0.175431
CCTV01^20260318-110000-20260318-120000_000068.txt,3,0.686113,0.570979,0.052992,0.086681
CCTV01^20260318-110000-20260318-120000_000068.txt,3,0.723215,0.521035,0.067836,0.050875
CCTV01^20260318-110000-20260318-120000_000068.txt,0,0.30507,0.71891,0.039203,0.111153
CCTV01^20260318-110000-20260318-120000_000068.txt,0,0.808539,0.501257,0.056172,0.052764
CCTV01^20260318-110000-20260318-120000_000068.txt,0,0.838746,0.493715,0.036039,0.082903
CCTV01^20260318-110000-20260318-120000_000068.txt,1,0.304531,0.612431,0.040281,0.079139
CCTV01^20260318-110000-20260318-120000_000068.txt,0,0.906586,0.557785,0.038156,0.109292
CCTV01^20260318-110000-20260318-120000_000068.txt,2,0.938914,0.954139,0.071016,0.091722
CCTV01^20260318-110000-20260318-120000_000068.txt,4,0.96541,0.632215,0.060414,0.111181
CCTV01^20260318-110000-20260318-120000_000068.txt,3,0.656969,0.414569,0.039219,0.067833
CCTV01^20260318-110000-20260318-120000_000068.txt,0,0.405227,0.512556,0.033922,0.060306
CCTV01^20260318-110000-20260318-120000_000068.txt,2,0.339508,0.490889,0.031797,0.084806
CCTV01^20260318-110000-20260318-120000_000068.txt,0,0.315133,0.502194,0.033922,0.032028
CCTV01^20260318-110000-20260318-120000_000068.txt,10,0.34534,0.432382,0.124008,0.133986
CCTV01^20260318-110000-20260318-120000_000068.txt,10,0.460875,0.388097,0.083734,0.11325
CCTV01^20260318-110000-20260318-120000_000070.txt,3,0.525,0.871431,0.059359,0.205583
CCTV01^20260318-110000-20260318-120000_000070.txt,3,0.720562,0.81584,0.051937,0.166014
CCTV01^20260318-110000-20260318-120000_000070.txt,12,0.381379,0.532257,0.054055,0.107597
CCTV01^20260318-110000-20260318-120000_000070.txt,9,0.811187,0.598299,0.103875,0.167708
CCTV01^20260318-110000-20260318-120000_000070.txt,3,0.917184,0.878125,0.07843,0.233667
CCTV01^20260318-110000-20260318-120000_000070.txt,0,0.320961,0.973924,0.068891,0.052153
CCTV01^20260318-110000-20260318-120000_000070.txt,5,0.470414,0.440958,0.051938,0.094222
CCTV01^20260318-110000-20260318-120000_000070.txt,1,0.734871,0.609597,0.033914,0.092333
CCTV01^20260318-110000-20260318-120000_000071.txt,10,0.254184,0.709382,0.174898,0.303569
CCTV01^20260318-110000-20260318-120000_000071.txt,10,0.827086,0.816882,0.156875,0.307153
CCTV01^20260318-110000-20260318-120000_000071.txt,3,0.519703,0.869549,0.082672,0.190514
CCTV01^20260318-110000-20260318-120000_000071.txt,0,0.32043,0.889431,0.050875,0.131917
CCTV01^20260318-110000-20260318-120000_000071.txt,1,0.133879,0.872472,0.074195,0.10175
CCTV01^20260318-110000-20260318-120000_000071.txt,0,0.08459,0.669903,0.05618,0.092333
CCTV01^20260318-110000-20260318-120000_000071.txt,10,0.807477,0.426819,0.083734,0.182778
CCTV01^20260318-110000-20260318-120000_000071.txt,0,0.190055,0.539792,0.129312,0.205583
CCTV01^20260318-110000-20260318-120000_000072.txt,3,0.179457,0.900431,0.07207,0.199139
CCTV01^20260318-110000-20260318-120000_000072.txt,10,0.296055,0.590667,0.142031,0.194278
CCTV01^20260318-110000-20260318-120000_000072.txt,0,0.336859,0.851743,0.054062,0.128125
CCTV01^20260318-110000-20260318-120000_000072.txt,3,0.523941,0.882743,0.067836,0.179208
CCTV01^20260318-110000-20260318-120000_000072.txt,1,0.731691,0.666132,0.059352,0.077264
CCTV01^20260318-110000-20260318-120000_000072.txt,1,0.205426,0.666139,0.020133,0.114944
CCTV01^20260318-110000-20260318-120000_000072.txt,6,0.842457,0.855208,0.189727,0.289583
CCTV01^20260318-110000-20260318-120000_000072.txt,10,0.821258,0.451313,0.113422,0.235542
CCTV01^20260318-110000-20260318-120000_000072.txt,0,0.964879,0.635049,0.042398,0.097986
CCTV01^20260318-110000-20260318-120000_000072.txt,1,0.659617,0.467333,0.044516,0.056528
CCTV01^20260318-110000-20260318-120000_000074.txt,10,0.239715,0.726632,0.095273,0.213347
CCTV01^20260318-110000-20260318-120000_000074.txt,5,0.373461,0.561333,0.082453,0.052111
CCTV01^20260318-110000-20260318-120000_000074.txt,3,0.528281,0.884611,0.043969,0.197056
CCTV01^20260318-110000-20260318-120000_000074.txt,1,0.810438,0.630549,0.043969,0.076542
CCTV01^20260318-110000-20260318-120000_000074.txt,1,0.75868,0.597972,0.039391,0.06025
CCTV01^20260318-110000-20260318-120000_000074.txt,4,0.734863,0.51491,0.041227,0.086319
CCTV01^20260318-110000-20260318-120000_000074.txt,4,0.66707,0.394396,0.054047,0.092819
CCTV01^20260318-110000-20260318-120000_000074.txt,0,0.326281,0.715236,0.044891,0.047222
CCTV01^20260318-110000-20260318-120000_000074.txt,10,0.920828,0.667188,0.152984,0.289903
CCTV01^20260318-110000-20260318-120000_000074.txt,5,0.766926,0.413125,0.041227,0.094472
CCTV01^20260318-110000-20260318-120000_000074.txt,1,0.302926,0.602854,0.045805,0.063514
CCTV01^20260318-110000-20260318-120000_000074.txt,0,0.330406,0.645201,0.036641,0.063514
CCTV01^20260318-110000-20260318-120000_000075.txt,2,0.252078,0.912299,0.072375,0.112375
CCTV01^20260318-110000-20260318-120000_000075.txt,0,0.31941,0.852847,0.080617,0.136806
CCTV01^20260318-110000-20260318-120000_000075.txt,3,0.523242,0.869951,0.068703,0.184042
CCTV01^20260318-110000-20260318-120000_000075.txt,7,0.718832,0.514917,0.073289,0.109111
CCTV01^20260318-110000-20260318-120000_000075.txt,7,0.793949,0.641132,0.067789,0.120514
CCTV01^20260318-110000-20260318-120000_000075.txt,1,0.859906,0.810507,0.043969,0.114014
CCTV01^20260318-110000-20260318-120000_000075.txt,1,0.927238,0.877278,0.063211,0.11075
CCTV01^20260318-110000-20260318-120000_000075.txt,3,0.633633,0.336576,0.027484,0.055375
CCTV01^20260318-110000-20260318-120000_000075.txt,7,0.840672,0.51166,0.047641,0.073292
CCTV01^20260318-110000-20260318-120000_000075.txt,2,0.893344,0.531194,0.032062,0.057
CCTV01^20260318-110000-20260318-120000_000075.txt,3,0.774711,0.436743,0.034812,0.086319
CCTV01^20260318-110000-20260318-120000_000075.txt,3,0.482477,0.452208,0.058625,0.074917
CCTV01^20260318-110000-20260318-120000_000076.txt,3,0.534695,0.875653,0.051297,0.214972
CCTV01^20260318-110000-20260318-120000_000076.txt,7,0.769219,0.606931,0.091609,0.127028
CCTV01^20260318-110000-20260318-120000_000076.txt,5,0.767844,0.490486,0.052219,0.096083
CCTV01^20260318-110000-20260318-120000_000076.txt,7,0.884645,0.786076,0.108102,0.143319
CCTV01^20260318-110000-20260318-120000_000076.txt,2,0.924035,0.648465,0.042133,0.099347
CCTV01^20260318-110000-20260318-120000_000076.txt,3,0.667988,0.424528,0.035727,0.084694
CCTV01^20260318-110000-20260318-120000_000076.txt,0,0.326281,0.812132,0.054047,0.107486
CCTV01^20260318-110000-20260318-120000_000076.txt,5,0.510418,0.393576,0.02657,0.055375
CCTV01^20260318-110000-20260318-120000_000076.txt,6,0.348727,0.513285,0.097109,0.083069
CCTV01^20260318-110000-20260318-120000_000076.txt,2,0.29193,0.668,0.029312,0.092833
CCTV01^20260318-110000-20260318-120000_000076.txt,2,0.974375,0.76409,0.05125,0.102597
CCTV01^20260318-110000-20260318-120000_000078.txt,3,0.725242,0.632174,0.042141,0.131931
CCTV01^20260318-110000-20260318-120000_000078.txt,5,0.762348,0.843896,0.063211,0.210097
CCTV01^20260318-110000-20260318-120000_000078.txt,0,0.895176,0.834937,0.141992,0.234514
CCTV01^20260318-110000-20260318-120000_000078.txt,3,0.530574,0.872396,0.063211,0.205208
CCTV01^20260318-110000-20260318-120000_000078.txt,1,0.791203,0.676146,0.054969,0.076542
CCTV01^20260318-110000-20260318-120000_000078.txt,0,0.333156,0.82191,0.071453,0.091208
CCTV01^20260318-110000-20260318-120000_000078.txt,0,0.315289,0.698951,0.083359,0.125403
CCTV01^20260318-110000-20260318-120000_000079.txt,3,0.518207,0.873208,0.087945,0.197056
CCTV01^20260318-110000-20260318-120000_000079.txt,3,0.772879,0.738035,0.069617,0.157986
CCTV01^20260318-110000-20260318-120000_000079.txt,3,0.669363,0.500257,0.053133,0.135181
CCTV01^20260318-110000-20260318-120000_000079.txt,1,0.798527,0.912299,0.067789,0.125403
CCTV01^20260318-110000-20260318-120000_000079.txt,2,0.329492,0.804813,0.076953,0.151458
CCTV01^20260318-110000-20260318-120000_000079.txt,12,0.787992,0.451396,0.066875,0.115625
CCTV01^20260318-110000-20260318-120000_000079.txt,0,0.870445,0.555632,0.039391,0.089569
CCTV01^20260318-110000-20260318-120000_000079.txt,3,0.18566,0.575986,0.102602,0.042333
CCTV01^20260318-110000-20260318-120000_000080.txt,3,0.72616,0.638688,0.043977,0.128653
CCTV01^20260318-110000-20260318-120000_000080.txt,3,0.838379,0.937014,0.092523,0.125972
CCTV01^20260318-110000-20260318-120000_000080.txt,3,0.287809,0.824347,0.055883,0.154722
CCTV01^20260318-110000-20260318-120000_000080.txt,3,0.525074,0.890313,0.050383,0.192181
CCTV01^20260318-110000-20260318-120000_000080.txt,12,0.797156,0.572736,0.037563,0.162861
CCTV01^20260318-110000-20260318-120000_000080.txt,10,0.20673,0.774674,0.15207,0.433208
CCTV01^20260318-110000-20260318-120000_000080.txt,2,0.33132,0.641944,0.051297,0.151472
CCTV01^20260318-110000-20260318-120000_000080.txt,2,0.927242,0.619958,0.039391,0.127028
CCTV01^20260318-110000-20260318-120000_000080.txt,1,0.68127,0.490486,0.031148,0.079806
CCTV01^20260318-110000-20260318-120000_000082.txt,3,0.526449,0.882167,0.067789,0.188917
CCTV01^20260318-110000-20260318-120000_000082.txt,0,0.880062,0.861812,0.073281,0.138431
CCTV01^20260318-110000-20260318-120000_000082.txt,12,0.809066,0.878903,0.077867,0.237778
CCTV01^20260318-110000-20260318-120000_000082.txt,2,0.821891,0.518167,0.072375,0.096083
CCTV01^20260318-110000-20260318-120000_000082.txt,9,0.65241,0.349611,0.043055,0.100972
CCTV01^20260318-110000-20260318-120000_000082.txt,1,0.730738,0.945681,0.054961,0.091194
CCTV01^20260318-110000-20260318-120000_000082.txt,3,0.181539,0.945972,0.066875,0.108056
CCTV01^20260318-110000-20260318-120000_000082.txt,0,0.26582,0.899271,0.043063,0.102597
CCTV01^20260318-110000-20260318-120000_000082.txt,2,0.365676,0.54016,0.041227,0.081431
CCTV01^20260318-110000-20260318-120000_000082.txt,1,0.071605,0.84959,0.028398,0.068403
CCTV01^20260318-110000-20260318-120000_000082.txt,2,0.107793,0.760021,0.058633,0.081431
CCTV01^20260318-110000-20260318-120000_000082.txt,0,0.890598,0.541785,0.076039,0.084681
CCTV01^20260318-110000-20260318-120000_000083.txt,9,0.719289,0.466868,0.088859,0.185653
CCTV01^20260318-110000-20260318-120000_000083.txt,2,0.934113,0.704646,0.102602,0.110736
CCTV01^20260318-110000-20260318-120000_000083.txt,3,0.519121,0.87891,0.062289,0.211708
CCTV01^20260318-110000-20260318-120000_000083.txt,3,0.841129,0.852854,0.046727,0.159597
CCTV01^20260318-110000-20260318-120000_000083.txt,0,0.258949,0.891938,0.067789,0.094458
CCTV01^20260318-110000-20260318-120000_000083.txt,12,0.306129,0.817021,0.092523,0.143319
CCTV01^20260318-110000-20260318-120000_000083.txt,3,0.076648,0.715236,0.091609,0.066778
CCTV01^20260318-110000-20260318-120000_000083.txt,1,0.085352,0.777931,0.046719,0.061889
CCTV01^20260318-110000-20260318-120000_000083.txt,0,0.792117,0.488854,0.029313,0.066764
CCTV01^20260318-110000-20260318-120000_000083.txt,2,0.362457,0.508389,0.031164,0.079833
CCTV01^20260318-110000-20260318-120000_000083.txt,10,0.491648,0.422083,0.078766,0.118889
CCTV01^20260318-110000-20260318-120000_000083.txt,4,0.944187,0.517354,0.036641,0.097708
CCTV01^20260318-110000-20260318-120000_000084.txt,3,0.527824,0.87891,0.068711,0.211708
CCTV01^20260318-110000-20260318-120000_000084.txt,9,0.874566,0.689993,0.161227,0.231264
CCTV01^20260318-110000-20260318-120000_000084.txt,0,0.782039,0.538528,0.047641,0.074917
CCTV01^20260318-110000-20260318-120000_000084.txt,12,0.30384,0.812139,0.12093,0.123778
CCTV01^20260318-110000-20260318-120000_000084.txt,10,0.238336,0.700576,0.152984,0.379458
CCTV01^20260318-110000-20260318-120000_000084.txt,1,0.711504,0.497812,0.038477,0.058625
CCTV01^20260318-110000-20260318-120000_000084.txt,3,0.187496,0.942708,0.058633,0.114583
CCTV01^20260318-110000-20260318-120000_000084.txt,0,0.357891,0.922882,0.049469,0.110736
CCTV01^20260318-110000-20260318-120000_000084.txt,4,0.761887,0.415569,0.051305,0.086306
CCTV01^20260318-110000-20260318-120000_000086.txt,10,0.244293,0.646833,0.164898,0.271972
CCTV01^20260318-110000-20260318-120000_000086.txt,12,0.306586,0.794222,0.084281,0.087944
CCTV01^20260318-110000-20260318-120000_000086.txt,3,0.525074,0.875653,0.057711,0.195444
CCTV01^20260318-110000-20260318-120000_000086.txt,0,0.820977,0.794222,0.054047,0.091194
CCTV01^20260318-110000-20260318-120000_000086.txt,2,0.88098,0.785264,0.045805,0.148194
CCTV01^20260318-110000-20260318-120000_000086.txt,2,0.701426,0.466056,0.038477,0.063528
CCTV01^20260318-110000-20260318-120000_000086.txt,1,0.82418,0.57925,0.042141,0.061889
CCTV01^20260318-110000-20260318-120000_000086.txt,2,0.126117,0.655792,0.040312,0.091194
CCTV01^20260318-110000-20260318-120000_000086.txt,12,0.780207,0.477458,0.031148,0.109111
CCTV01^20260318-110000-20260318-120000_000086.txt,3,0.363844,0.523868,0.096187,0.055375
CCTV01^20260318-110000-20260318-120000_000086.txt,3,0.114207,0.915556,0.045805,0.16775
CCTV01^20260318-110000-20260318-120000_000086.txt,3,0.184746,0.928868,0.069617,0.142264
CCTV01^20260318-110000-20260318-120000_000086.txt,0,0.264918,0.897639,0.061414,0.066778
CCTV01^20260318-110000-20260318-120000_000086.txt,0,0.317578,0.880542,0.078781,0.087944
CCTV01^20260318-110000-20260318-120000_000086.txt,10,0.047789,0.82191,0.090688,0.257319
CCTV01^20260318-110000-20260318-120000_000086.txt,0,0.902047,0.584132,0.049469,0.130292
CCTV01^20260318-110000-20260318-120000_000086.txt,10,0.256199,0.404979,0.117258,0.159597
CCTV01^20260318-110000-20260318-120000_000086.txt,2,0.331324,0.42941,0.038477,0.081431
CCTV01^20260318-110000-20260318-120000_000086.txt,10,0.426594,0.418007,0.089781,0.107486
CCTV01^20260318-110000-20260318-120000_000086.txt,10,0.505379,0.415569,0.062289,0.157972
CCTV01^20260318-110000-20260318-120000_000087.txt,3,0.525992,0.863437,0.065047,0.213347
CCTV01^20260318-110000-20260318-120000_000087.txt,10,0.258492,0.628917,0.149328,0.291528
CCTV01^20260318-110000-20260318-120000_000087.txt,0,0.797156,0.576799,0.044891,0.102597
CCTV01^20260318-110000-20260318-120000_000087.txt,2,0.774711,0.742104,0.051297,0.156347
CCTV01^20260318-110000-20260318-120000_000087.txt,0,0.806316,0.887868,0.046727,0.125403
CCTV01^20260318-110000-20260318-120000_000087.txt,1,0.886934,0.884611,0.048555,0.102611
CCTV01^20260318-110000-20260318-120000_000087.txt,1,0.06382,0.916368,0.027484,0.114014
CCTV01^20260318-110000-20260318-120000_000087.txt,10,0.106879,0.669632,0.164898,0.291514
CCTV01^20260318-110000-20260318-120000_000087.txt,7,0.847539,0.561333,0.044891,0.097722
CCTV01^20260318-110000-20260318-120000_000087.txt,12,0.306129,0.800736,0.065039,0.104222
CCTV01^20260318-110000-20260318-120000_000087.txt,3,0.480645,0.473389,0.071461,0.039083
CCTV01^20260318-110000-20260318-120000_000087.txt,0,0.749062,0.454653,0.040313,0.06025
CCTV01^20260318-110000-20260318-120000_000087.txt,1,0.798531,0.483972,0.021984,0.070028
CCTV01^20260318-110000-20260318-120000_000088.txt,3,0.058781,0.834937,0.094359,0.156347
CCTV01^20260318-110000-20260318-120000_000088.txt,3,0.199859,0.863437,0.052219,0.157986
CCTV01^20260318-110000-20260318-120000_000088.txt,2,0.853039,0.733965,0.076031,0.143319
CCTV01^20260318-110000-20260318-120000_000088.txt,7,0.957473,0.723375,0.081539,0.089583
CCTV01^20260318-110000-20260318-120000_000088.txt,3,0.529656,0.880535,0.079703,0.208458
CCTV01^20260318-110000-20260318-120000_000088.txt,12,0.301547,0.797479,0.101688,0.091208
CCTV01^20260318-110000-20260318-120000_000088.txt,0,0.261238,0.882167,0.043055,0.071667
CCTV01^20260318-110000-20260318-120000_000088.txt,0,0.363383,0.917181,0.076953,0.073278
CCTV01^20260318-110000-20260318-120000_000088.txt,3,0.480187,0.474194,0.041219,0.066778
CCTV01^20260318-110000-20260318-120000_000088.txt,10,0.440336,0.410681,0.078781,0.109111
CCTV01^20260318-110000-20260318-120000_000088.txt,2,0.34827,0.444882,0.035727,0.083069
CCTV01^20260318-110000-20260318-120000_000088.txt,0,0.970262,0.837375,0.059477,0.105861
CCTV01^20260318-110000-20260318-120000_000090.txt,0,0.823723,0.505139,0.050383,0.070028
CCTV01^20260318-110000-20260318-120000_000090.txt,2,0.838383,0.591458,0.046719,0.092833
CCTV01^20260318-110000-20260318-120000_000090.txt,3,0.53057,0.87484,0.066875,0.203569
CCTV01^20260318-110000-20260318-120000_000090.txt,3,0.147184,0.799917,0.053133,0.118889
CCTV01^20260318-110000-20260318-120000_000090.txt,2,0.076188,0.763278,0.057719,0.100972
CCTV01^20260318-110000-20260318-120000_000090.txt,2,0.161387,0.572729,0.048555,0.078181
CCTV01^20260318-110000-20260318-120000_000090.txt,12,0.293762,0.800736,0.098945,0.11075
CCTV01^20260318-110000-20260318-120000_000090.txt,3,0.18841,0.65091,0.053133,0.081431
CCTV01^20260318-110000-20260318-120000_000090.txt,1,0.135277,0.717674,0.051305,0.084681
CCTV01^20260318-110000-20260318-120000_000090.txt,0,0.085809,0.675333,0.071461,0.052111
CCTV01^20260318-110000-20260318-120000_000090.txt,0,0.918996,0.632174,0.037555,0.102597
CCTV01^20260318-110000-20260318-120000_000090.txt,0,0.970758,0.631361,0.042141,0.114
CCTV01^20260318-110000-20260318-120000_000090.txt,10,0.320785,0.580056,0.138336,0.232889
CCTV01^20260318-110000-20260318-120000_000090.txt,10,0.468734,0.379736,0.047641,0.115639
CCTV01^20260318-110000-20260318-120000_000090.txt,3,0.487055,0.446507,0.027484,0.076542
CCTV01^20260318-110000-20260318-120000_000090.txt,0,0.755016,0.456285,0.035734,0.066764
CCTV01^20260318-110000-20260318-120000_000090.txt,3,0.515457,0.413125,0.031148,0.048861
CCTV01^20260318-110000-20260318-120000_000124.txt,0,0.245285,0.772201,0.05393,0.098819
CCTV01^20260318-110000-20260318-120000_000124.txt,2,0.199652,0.575889,0.029039,0.063417
CCTV01^20260318-110000-20260318-120000_000124.txt,2,0.299215,0.592847,0.047289,0.0885
CCTV01^20260318-110000-20260318-120000_000124.txt,2,0.510359,0.400514,0.024891,0.048667
CCTV01^20260318-110000-20260318-120000_000124.txt,1,0.191355,0.936576,0.030695,0.097486
CCTV01^20260318-110000-20260318-120000_000124.txt,1,0.158586,0.802361,0.026547,0.076556
CCTV01^20260318-110000-20260318-120000_000124.txt,0,0.257312,0.654062,0.024891,0.084069
CCTV01^20260318-110000-20260318-120000_000124.txt,1,0.87457,0.685917,0.023234,0.061944
CCTV01^20260318-110000-20260318-120000_000124.txt,1,0.798242,0.525076,0.014937,0.047042
CCTV01^20260318-110000-20260318-120000_000124.txt,1,0.766305,0.537681,0.019078,0.063417
CCTV01^20260318-110000-20260318-120000_000124.txt,0,0.948824,0.699854,0.038992,0.089819
CCTV01^20260318-110000-20260318-120000_000124.txt,1,0.691219,0.483701,0.01825,0.050153
CCTV01^20260318-110000-20260318-120000_000124.txt,2,0.298383,0.794986,0.040656,0.106333
CCTV01^20260318-110000-20260318-120000_000124.txt,1,0.379273,0.527951,0.019906,0.050153
CCTV01^20260318-110000-20260318-120000_000124.txt,10,0.304602,0.489014,0.127766,0.163722
CCTV01^20260318-110000-20260318-120000_000124.txt,0,0.19841,0.759514,0.029867,0.0885
CCTV01^20260318-110000-20260318-120000_000124.txt,10,0.461406,0.372493,0.084625,0.116514
CCTV01^20260318-110000-20260318-120000_000124.txt,0,0.141992,0.765562,0.033188,0.085542
CCTV01^20260318-110000-20260318-120000_000124.txt,5,0.424488,0.482299,0.048945,0.076542
CCTV01^20260318-110000-20260318-120000_000124.txt,3,0.16232,0.701403,0.087109,0.092917
